event_id,session_id,player_id,timestamp,event_type,decision_time_ms,outcome
0e72c77a-cd14-481b-9073-a8836d9bb433,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:00:02,attack,793,success
608bd164-6caa-4c1c-af73-806abc02ffeb,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:00:31,explore_area,979,success
33949410-12c4-4ffd-8ace-2de7cf8523e8,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:00:38,move,995,success
c3eeb20a-ffc7-478f-a6b3-f8d22f557caa,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:01:02,move,1114,success
b63ff4f8-c81f-4101-ad43-a52e860ac7a0,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:01:28,attack,849,success
5a790983-f46a-4f72-8685-404d5b272807,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:01:53,quest_complete,484,success
92e18fa7-0398-4960-b979-64dedf3ad493,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:02:13,attack,734,success
191d221c-beed-4df3-80b6-b9f838477e27,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:02:21,idle,698,fail
dd744b0f-cf8c-4298-b732-298903fa681b,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:02:45,move,432,success
06a1c92d-ef11-453a-914a-cf570c4db9d1,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:02:51,loot,845,success
6c4de55d-20b8-49a8-94b0-cfb0defdc0ae,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:03:17,attack,884,success
cb88bb04-d233-4038-a133-5fe7bffab92d,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:03:54,loot,998,fail
4920a2da-c66f-4b12-af41-f2f26359a24a,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:03:58,loot,615,success
f6c57755-2979-4945-8e01-057fef942247,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:04:04,chat,1017,success
c9a2dbc5-cc2d-4ae1-9dce-309a7d5f6148,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:04:37,loot,1085,success
a6f62b23-9771-4a00-a592-8211b0812940,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:05:08,move,624,fail
c32a1d9b-b1a1-459d-a498-545036a31e5d,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:05:47,quest_complete,934,success
f32f9e85-558a-4bbd-9bff-46b49768d8b7,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:06:12,move,972,success
de172ec0-cd18-4b69-8338-d8b6ff1b9fda,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:06:17,loot,958,success
a8005c5c-5d78-4352-a485-721424f5e3ba,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:06:29,chat,746,success
9583c060-cc55-4bf9-859e-bf6cfa10c9c5,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:07:00,chat,694,success
941d20e4-e053-4b57-a097-608d1d833c97,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:07:02,move,779,fail
f7133d2d-5cc6-4068-9abc-b8ede04ff034,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:07:21,retry,1023,retry
0451476e-7284-486c-b522-3c410c3a60b3,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:07:41,explore_area,989,success
aa4caba9-11f7-4bfe-a91a-068004c75541,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:07:59,move,334,fail
2b81b634-fba2-4033-87c6-afd2560cb37b,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:08:12,quest_fail,874,fail
ab365b55-2d55-4662-897f-b7f83522e17b,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:08:46,move,942,success
a6b4355a-8826-4fc3-ba31-9b87e78b6b28,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:08:58,attack,901,success
9e4a38a4-8425-484e-a45a-4e80b8ebaa9c,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:09:20,move,788,success
9f2f9eab-f469-448a-882e-33cf1998b7cc,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:09:45,move,538,success
87f50d2b-dd05-40d5-b8a7-d9a8788e7539,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:10:23,trade,823,success
bff54522-b672-4517-840c-aa779accfa72,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:10:30,quest_fail,619,fail
54a27b69-8b67-4f64-a319-75772a43584a,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:11:06,retry,944,retry
45bc75fc-81f0-4af7-9f14-eda0e45ce75e,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:11:38,explore_area,307,success
f386cc52-cd95-42cb-9c55-87551b3b921e,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:12:18,quest_fail,858,fail
be3b77d6-2bfb-4cba-8c6a-fc84bff4e772,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:12:54,move,934,success
76dc9c73-7912-4900-ae0b-56739476ca28,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:13:19,explore_area,648,success
7885a46b-d453-4350-b98c-8234b5957ca7,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:13:28,move,493,success
1a85c275-5da3-4c94-99ff-7e6d3987a1e3,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:14:07,loot,783,success
29e79b22-4fc2-434f-8219-ea92bc6ca412,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:14:12,loot,764,success
5f4f7e81-c90e-4d49-8521-ec5914e63f08,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:14:29,loot,1037,success
d11b10d6-2ce5-4a3e-8310-5a01ca3fd3a5,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:15:05,loot,555,success
c231a115-0fb8-4758-a02d-25f30a8814b5,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:15:37,quest_complete,959,success
2f9f57d1-8c0a-4d0d-a1e1-56293f53ff3e,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:15:45,chat,660,success
945bb51c-b93d-4855-b8fe-dc49c6f86426,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:15:50,retry,640,retry
59f86f87-8e61-460b-8f4b-5f42ec22b881,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:15:58,retry,892,retry
3781db33-06e0-4fe9-8296-fd2353eb61ee,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:16:12,quest_complete,707,success
e1d26926-4063-43db-9e5a-cf9068c97116,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:16:41,quest_complete,438,success
e3e177c7-4300-4f21-aff5-f273d690f410,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:17:18,quest_complete,403,success
55db4cb4-583a-4fd2-b72a-6f27eb7193d8,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:17:54,quest_complete,832,success
ad06106d-cf78-492f-813d-39b91c194e6d,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:18:06,chat,1142,success
3650e65f-6cbd-4c0b-9bb0-36fc8f3ba958,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:18:33,move,672,success
2ca2a569-6ff9-4d83-a7eb-fdb397d3501f,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:19:04,trade,755,success
43918a7f-87c0-4b20-9cf6-0a2f16224046,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:19:41,loot,759,success
ed13c243-324d-4037-b98c-22dad7a1ecb9,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:19:56,retry,636,retry
3a3f1e69-2ce8-44df-837d-75285e619272,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:20:35,quest_fail,759,fail
db305d2e-e3bb-4603-99e9-ebac43b8494a,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:20:40,retry,890,retry
2eede1b7-896f-4304-99b2-c1d0068d24e5,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:21:15,attack,806,success
50e2b56e-e36f-49c8-a6e0-1380947746e8,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:21:55,quest_complete,819,success
f30aff62-56f0-4ecd-b787-da67e4f64c7e,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:22:22,quest_complete,732,fail
ae92b91b-5b52-4a59-b6eb-d2598293f0f2,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:22:29,quest_complete,851,success
bb81b5d7-e703-4a79-88a1-3070a5ae7201,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:23:04,move,666,success
75419343-a1af-433e-9f45-061330cb2593,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:23:22,move,732,success
824e75f6-b178-4c68-ac19-64aa56ded0d7,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:23:43,move,1009,success
36e93113-f521-43d9-b152-cc7f514102c3,f94160e9-ba1c-44fa-aab0-6fb687b528b2,player_0000,2026-09-21T22:24:21,move,1119,success
94f95704-d2f9-4986-a0c9-8525a16aa311,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:00:08,chat,573,success
e59dffc2-2552-4206-a014-0d1181236bad,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:00:16,quest_fail,807,fail
ba028fc3-3ae3-49dd-a528-fcbc9e488c6b,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:00:36,explore_area,814,success
e3ef4d7a-5a66-42f2-a675-38cc26b062ad,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:00:54,retry,726,retry
8b1cef16-2978-4770-8c18-b97b3fc06d15,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:00:59,attack,634,success
8e880801-4f72-41bf-8f2a-8777fbf1bd86,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:01:09,quest_complete,625,success
22bbe5ac-80fb-4ada-ab4b-4a71e63c3451,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:01:27,retry,815,retry
a4dfb82c-0a6d-4f33-b40e-b35b0ad558af,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:01:36,quest_complete,494,success
fd9e665f-b69a-4fd2-9369-6d00751913ae,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:01:47,quest_complete,847,fail
344e64f7-6c9c-467f-a4a7-8e33d5c4c6d6,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:01:57,attack,867,success
04b7c9ce-2a50-43fe-bf0c-5b1681c19c17,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:02:01,quest_complete,550,success
0ac7e338-8f21-45c9-962f-2c2c1bb07574,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:02:38,trade,782,success
0c0e6ee1-3d84-4ae0-940c-c58f4b75eb4f,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:02:49,trade,878,success
f3b3f112-d7f1-4fed-8392-e1a21e58ad99,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:03:02,quest_fail,758,fail
f92cf7f2-9dde-4d4a-99d7-d33ec6545433,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:03:25,trade,853,success
e37e2b8d-a874-4dfb-b376-80da33504b32,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:03:42,explore_area,528,success
addfc1c9-28b6-4f2c-9d1c-6a98eba262e8,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:03:50,loot,887,success
883223a5-4cae-475d-8af9-7bd9ffc5855d,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:04:21,move,941,success
cc606cab-7d3e-4d7d-930f-bfc9f3ac4f63,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:04:37,loot,797,success
22af5589-ea49-4688-adaf-f937565a338e,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:04:43,loot,655,success
dc74cb29-a11a-4e3f-9e18-ce3f0a86cc7c,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:05:17,idle,601,success
9a5e30c6-c3e4-4bbd-92d9-de9361d543f0,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:05:26,move,965,fail
2c84c45b-c651-4536-bf69-f05ab54e0f3b,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:06:05,trade,724,success
c619d2cd-4cd5-45aa-a631-3ddbd326235f,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:06:27,idle,741,success
e2748a45-6dc6-4fdd-b129-31b93af1e983,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:06:36,move,833,fail
9ccfac9b-3592-4a79-b642-3335a532b681,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:06:38,move,631,success
c7c9b6e2-4568-44e7-a56a-8ef08d498aae,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:06:52,attack,687,success
3a52e720-534f-47c3-bb1a-ae9caa4fe5ea,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:07:14,move,983,success
a17d9acb-af12-448d-8c93-437546c2632f,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:07:35,explore_area,860,success
8f07b0ee-2da8-4ccf-96e2-e33f62b70db8,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:08:12,attack,672,success
ad407d5e-9cfe-44d7-b1ef-bbb70fb8469d,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:08:38,quest_complete,615,success
94ac2dc0-4b6f-470d-8056-83402e37545e,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:09:15,explore_area,948,success
6c0ed25c-4212-4c83-b7a6-3053e7ba918d,bed04bf1-b15c-4921-8278-0d363ca0ce2a,player_0001,2026-09-01T21:09:30,chat,611,success
